attrition,business_travel,department,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,over_time,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance
No,Travel_Rarely,Research & Development,2,Technical Degree,4,Female,2,4,Research Director,2,Single,No,3,0,2,3
No,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,1,Research Scientist,3,Married,No,1,1,3,2
No,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,3,1,Laboratory Technician,3,Married,No,4,1,2,4
No,Non-Travel,Human Resources,3,Human Resources,3,Male,1,2,Human Resources,2,Married,No,2,1,4,3
No,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,3,2,Manufacturing Director,1,Married,Yes,2,1,3,3
No,Travel_Rarely,Research & Development,1,Medical,2,Male,3,1,Laboratory Technician,1,Divorced,No,2,3,2,4
No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,3,2,Healthcare Representative,2,Single,No,4,0,3,3
No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,No,2,1,3,3
No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,3,1,Research Scientist,4,Married,No,2,1,2,2
No,Non-Travel,Sales,4,Marketing,3,Male,3,2,Sales Executive,2,Married,No,4,1,3,1
No,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,3,Sales Executive,4,Divorced,Yes,2,1,5,2
Yes,Travel_Rarely,Sales,5,Marketing,2,Male,2,2,Sales Executive,1,Divorced,Yes,2,3,3,3
Yes,Travel_Rarely,Sales,2,Life Sciences,1,Male,1,2,Sales Executive,2,Single,No,2,0,2,3
No,Travel_Rarely,Research & Development,1,Medical,3,Female,3,1,Laboratory Technician,2,Single,No,3,0,3,1
No,Travel_Frequently,Research & Development,1,Technical Degree,4,Female,3,2,Manufacturing Director,4,Single,No,4,0,3,2
No,Non-Travel,Research & Development,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Married,Yes,4,1,2,3
No,Travel_Rarely,Sales,3,Life Sciences,4,Male,1,3,Sales Executive,3,Married,No,3,1,2,1
No,Travel_Rarely,Sales,4,Medical,2,Male,3,5,Manager,2,Single,No,2,0,3,2
No,Travel_Rarely,Human Resources,3,Life Sciences,3,Female,1,3,Human Resources,3,Married,No,3,2,2,4
No,Travel_Frequently,Research & Development,4,Technical Degree,4,Female,2,1,Research Scientist,1,Single,No,4,0,2,3
No,Travel_Frequently,Human Resources,3,Medical,1,Male,3,1,Human Resources,4,Married,No,4,1,2,3
Yes,Travel_Frequently,Human Resources,3,Human Resources,3,Female,2,1,Human Resources,4,Divorced,No,3,1,0,2
No,Travel_Rarely,Sales,3,Technical Degree,1,Male,3,2,Sales Executive,3,Married,No,3,1,3,3
No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,1,Research Scientist,4,Single,No,3,0,5,2
Yes,Travel_Rarely,Sales,3,Marketing,2,Female,1,1,Sales Representative,2,Single,No,3,0,3,3
No,Travel_Frequently,Research & Development,3,Life Sciences,4,Male,4,2,Healthcare Representative,3,Single,Yes,4,0,5,4
No,Travel_Rarely,Sales,2,Marketing,3,Male,2,3,Sales Executive,1,Divorced,No,1,1,2,3
No,Travel_Rarely,Research & Development,4,Medical,4,Male,4,1,Research Scientist,4,Married,Yes,1,3,3,3
No,Non-Travel,Sales,3,Marketing,4,Female,3,2,Sales Executive,2,Single,No,4,0,2,2
No,Travel_Rarely,Sales,4,Marketing,4,Female,3,2,Sales Executive,4,Single,No,3,0,1,4
Yes,Travel_Rarely,Sales,3,Life Sciences,1,Female,3,3,Sales Executive,1,Single,Yes,3,0,2,2
No,Travel_Frequently,Research & Development,2,Medical,3,Female,2,1,Laboratory Technician,2,Married,No,2,1,4,2
Yes,Travel_Rarely,Sales,4,Marketing,1,Male,3,3,Sales Executive,3,Married,No,1,3,2,3
No,Travel_Rarely,Research & Development,3,Technical Degree,4,Female,2,1,Research Scientist,1,Divorced,No,3,1,2,3
No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,4,2,Healthcare Representative,3,Married,No,3,1,3,3
No,Non-Travel,Research & Development,4,Technical Degree,2,Male,3,1,Research Scientist,2,Single,No,2,0,3,3
No,Travel_Rarely,Research & Development,3,Medical,2,Male,1,2,Healthcare Representative,4,Married,Yes,3,1,2,3
Yes,Travel_Frequently,Research & Development,3,Technical Degree,3,Male,2,1,Research Scientist,3,Married,Yes,4,1,4,3
No,Travel_Rarely,Research & Development,3,Medical,2,Male,3,1,Laboratory Technician,2,Divorced,No,2,3,6,2
No,Travel_Rarely,Research & Development,3,Medical,3,Male,2,5,Research Director,1,Married,No,2,3,2,3
No,Non-Travel,Research & Development,3,Technical Degree,4,Male,3,2,Research Scientist,2,Divorced,No,4,2,2,2
No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,3,1,Laboratory Technician,1,Divorced,No,2,2,2,3
No,Non-Travel,Sales,3,Life Sciences,4,Male,3,2,Sales Executive,3,Divorced,Yes,3,1,3,3
No,Non-Travel,Research & Development,4,Medical,1,Female,2,4,Manufacturing Director,3,Married,Yes,4,3,2,2
No,Travel_Rarely,Human Resources,3,Life Sciences,2,Male,3,1,Human Resources,4,Single,No,2,0,5,3
No,Travel_Rarely,Sales,2,Life Sciences,4,Female,1,2,Sales Executive,4,Single,No,1,0,3,3
Yes,Travel_Rarely,Sales,1,Marketing,2,Male,3,1,Sales Representative,2,Single,No,2,0,3,3
No,Travel_Rarely,Research & Development,2,Other,4,Female,2,1,Laboratory Technician,3,Married,No,2,1,3,3
Yes,Travel_Rarely,Research & Development,1,Medical,3,Female,3,1,Laboratory Technician,1,Married,Yes,3,0,6,3
No,Travel_Rarely,Sales,4,Marketing,1,Female,2,2,Sales Executive,4,Married,No,1,2,3,3
No,Travel_Rarely,Research & Development,3,Technical Degree,1,Female,3,3,Manager,3,Married,No,4,0,2,3
No,Travel_Rarely,Sales,2,Marketing,2,Male,2,2,Sales Executive,2,Married,No,1,2,2,3
No,Travel_Rarely,Research & Development,4,Medical,3,Male,3,5,Research Director,4,Divorced,Yes,3,1,3,3
No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,3,Healthcare Representative,1,Married,Yes,4,1,1,3
Yes,Travel_Frequently,Research & Development,2,Medical,3,Male,3,1,Research Scientist,2,Divorced,Yes,3,3,2,2
No,Travel_Rarely,Human Resources,2,Other,3,Male,3,2,Human Resources,2,Divorced,No,3,0,4,2
Yes,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,2,Sales Executive,4,Single,Yes,4,0,2,3
No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,4,1,Research Scientist,1,Married,No,2,1,1,3
No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,No,3,1,6,4
No,Travel_Rarely,Research & Development,1,Medical,3,Male,3,3,Research Director,3,Single,No,3,0,3,3
No,Non-Travel,Sales,2,Life Sciences,2,Male,2,2,Sales Executive,2,Single,No,3,0,3,3
No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,No,4,1,5,2
No,Travel_Rarely,Research & Development,3,Medical,2,Male,4,2,Healthcare Representative,1,Married,No,3,2,2,2
No,Non-Travel,Research & Development,2,Medical,2,Male,3,2,Manufacturing Director,4,Divorced,No,3,1,6,3
No,Non-Travel,Human Resources,3,Human Resources,1,Male,3,1,Human Resources,2,Divorced,No,4,3,3,3
Yes,Travel_Frequently,Research & Development,4,Life Sciences,4,Male,3,2,Laboratory Technician,1,Married,No,3,1,3,2
Yes,Travel_Rarely,Research & Development,4,Medical,4,Male,3,2,Manufacturing Director,1,Single,No,2,0,4,1
No,Travel_Frequently,Sales,3,Life Sciences,3,Male,3,2,Sales Executive,4,Divorced,No,4,1,6,3
No,Non-Travel,Research & Development,3,Life Sciences,1,Male,3,1,Research Scientist,3,Single,No,3,0,2,2
No,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,4,2,Healthcare Representative,2,Single,No,1,0,3,1
No,Travel_Rarely,Sales,1,Marketing,3,Female,3,3,Sales Executive,3,Divorced,Yes,4,1,3,4
No,Travel_Rarely,Research & Development,3,Medical,1,Female,3,3,Manufacturing Director,3,Single,No,2,0,3,3
Yes,Travel_Rarely,Human Resources,2,Medical,4,Female,3,1,Human Resources,2,Married,Yes,3,0,3,3
Yes,Travel_Rarely,Research & Development,2,Medical,4,Female,3,2,Healthcare Representative,2,Married,No,4,1,2,4
No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,2,Healthcare Representative,4,Divorced,No,4,1,3,3
No,Travel_Rarely,Sales,2,Technical Degree,2,Male,4,2,Sales Executive,3,Married,No,3,2,5,3
No,Non-Travel,Sales,3,Medical,2,Male,3,4,Manager,2,Divorced,No,4,1,0,2
No,Travel_Rarely,Research & Development,4,Medical,2,Male,1,1,Laboratory Technician,3,Married,No,2,1,2,4
No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,2,3,Manufacturing Director,2,Divorced,Yes,3,1,4,3
No,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,3,2,Healthcare Representative,1,Divorced,No,2,1,3,3
No,Travel_Rarely,Research & Development,4,Medical,4,Female,3,2,Research Scientist,4,Married,No,2,1,2,2
No,Travel_Frequently,Sales,4,Marketing,1,Female,3,3,Sales Executive,1,Married,No,4,2,3,3
No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,1,Research Scientist,1,Married,No,3,1,3,3
No,Travel_Rarely,Sales,4,Marketing,2,Female,1,2,Sales Representative,4,Married,Yes,1,2,4,2
No,Travel_Rarely,Sales,3,Medical,3,Male,3,2,Sales Executive,4,Single,No,1,0,4,3
No,Travel_Frequently,Research & Development,4,Life Sciences,1,Male,3,4,Research Director,3,Married,Yes,2,0,3,3
No,Non-Travel,Research & Development,3,Medical,2,Female,3,1,Research Scientist,3,Single,No,3,0,4,1
Yes,Travel_Rarely,Human Resources,5,Human Resources,4,Male,4,1,Human Resources,1,Married,No,3,0,4,3
Yes,Travel_Rarely,Human Resources,3,Human Resources,1,Male,2,1,Human Resources,1,Divorced,Yes,4,3,3,3
No,Non-Travel,Sales,4,Life Sciences,3,Female,3,2,Sales Executive,3,Married,No,2,2,3,4
No,Travel_Rarely,Research & Development,4,Other,4,Female,3,2,Research Scientist,2,Married,Yes,4,1,2,3
No,Travel_Frequently,Sales,4,Life Sciences,1,Male,3,2,Sales Executive,4,Married,No,3,1,5,3
No,Travel_Frequently,Research & Development,2,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,Yes,3,0,3,2
No,Travel_Frequently,Research & Development,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,No,2,0,3,4
No,Travel_Frequently,Sales,4,Marketing,4,Male,3,2,Sales Executive,4,Single,No,3,0,2,4
No,Non-Travel,Research & Development,4,Technical Degree,3,Male,3,1,Research Scientist,3,Married,No,2,2,1,2
No,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,3,1,Laboratory Technician,3,Single,No,3,0,2,3
No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,3,Manufacturing Director,4,Divorced,No,3,1,4,2
No,Non-Travel,Human Resources,2,Life Sciences,3,Male,3,1,Human Resources,4,Divorced,No,2,1,2,3
No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,1,2,Healthcare Representative,3,Divorced,No,4,2,3,3
No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,Single,No,4,0,3,3
Yes,Travel_Rarely,Sales,4,Marketing,3,Male,2,2,Sales Executive,2,Single,Yes,3,0,3,2
No,Travel_Rarely,Sales,3,Technical Degree,1,Female,4,4,Sales Executive,1,Divorced,No,4,1,5,3
No,Travel_Rarely,Sales,1,Medical,2,Female,2,2,Sales Representative,3,Married,No,4,1,5,3
No,Travel_Rarely,Human Resources,1,Medical,4,Male,2,1,Human Resources,2,Married,No,4,0,3,3
No,Travel_Rarely,Research & Development,3,Medical,1,Female,2,5,Manager,3,Married,No,4,0,2,3
No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,5,Research Director,2,Married,No,4,0,3,3
Yes,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,2,1,Research Scientist,4,Single,Yes,2,0,3,2
Yes,Travel_Rarely,Sales,3,Life Sciences,3,Female,3,3,Sales Executive,2,Married,No,3,3,2,3
No,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,2,1,Research Scientist,1,Married,No,4,1,2,2
No,Travel_Rarely,Research & Development,4,Other,4,Male,3,2,Research Scientist,4,Divorced,No,2,3,2,3
No,Travel_Rarely,Research & Development,4,Technical Degree,2,Male,2,1,Research Scientist,4,Married,No,2,1,2,4
No,Travel_Rarely,Sales,3,Medical,2,Female,3,1,Sales Representative,2,Married,No,4,1,3,3
Yes,Travel_Rarely,Sales,3,Medical,2,Male,3,1,Sales Representative,4,Single,No,3,0,3,2
Yes,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,3,1,Research Scientist,2,Single,Yes,1,0,2,3
No,Travel_Rarely,Sales,4,Technical Degree,2,Female,2,2,Sales Executive,3,Married,Yes,1,1,4,3
No,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,3,2,Laboratory Technician,3,Divorced,No,1,1,2,3
No,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,3,Sales Executive,4,Married,Yes,4,3,3,3
No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,1,Laboratory Technician,1,Single,No,2,0,2,3
No,Travel_Rarely,Research & Development,4,Medical,4,Male,3,2,Research Scientist,1,Married,Yes,3,1,2,3
No,Travel_Rarely,Research & Development,2,Other,4,Female,2,2,Manufacturing Director,2,Married,Yes,4,0,2,3
No,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,2,2,Manufacturing Director,4,Married,No,4,2,2,2
No,Travel_Frequently,Human Resources,1,Human Resources,2,Male,2,2,Human Resources,4,Single,No,4,0,2,2
No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,4,Manager,1,Divorced,No,1,1,3,3
No,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,2,1,Research Scientist,3,Married,Yes,3,1,3,2
No,Travel_Rarely,Sales,2,Medical,1,Female,4,2,Sales Executive,3,Single,No,2,0,5,2
No,Travel_Frequently,Research & Development,3,Medical,4,Female,3,4,Manager,4,Divorced,No,2,1,3,3
No,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,4,2,Healthcare Representative,1,Married,No,4,1,5,3
Yes,Non-Travel,Research & Development,4,Technical Degree,4,Male,1,1,Research Scientist,1,Married,Yes,2,1,2,3
Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,3,1,Laboratory Technician,4,Single,No,4,0,3,3
No,Travel_Rarely,Sales,2,Marketing,3,Male,2,2,Sales Executive,2,Married,No,3,2,1,1
No,Travel_Rarely,Sales,3,Marketing,3,Female,3,2,Sales Executive,2,Married,No,3,1,3,3
No,Travel_Rarely,Research & Development,3,Medical,3,Male,3,3,Research Director,1,Married,No,2,1,3,4
No,Travel_Rarely,Sales,2,Medical,3,Female,3,2,Sales Executive,4,Divorced,Yes,4,1,2,3
No,Travel_Rarely,Sales,1,Medical,4,Female,2,2,Sales Executive,4,Married,Yes,3,0,3,2
No,Travel_Rarely,Research & Development,3,Medical,1,Female,4,1,Laboratory Technician,3,Divorced,No,2,1,0,2
No,Travel_Frequently,Research & Development,3,Other,3,Male,4,1,Laboratory Technician,4,Married,No,1,1,3,3
No,Travel_Frequently,Research & Development,4,Medical,2,Male,3,2,Healthcare Representative,3,Single,No,3,0,3,3
No,Travel_Rarely,Sales,4,Marketing,2,Male,3,2,Sales Executive,3,Single,No,2,0,2,2
No,Travel_Frequently,Sales,2,Life Sciences,3,Male,2,2,Sales Executive,4,Married,Yes,3,1,2,3
Yes,Travel_Frequently,Sales,3,Technical Degree,3,Male,4,1,Sales Representative,1,Single,No,4,0,3,3
No,Non-Travel,Sales,4,Life Sciences,1,Female,1,2,Sales Executive,3,Married,No,3,1,1,3
No,Travel_Rarely,Research & Development,4,Technical Degree,2,Male,3,1,Research Scientist,2,Married,No,3,1,3,2
No,Travel_Frequently,Research & Development,4,Other,3,Male,2,2,Research Scientist,4,Married,Yes,2,0,3,3
Yes,Travel_Rarely,Sales,2,Marketing,4,Female,3,2,Sales Executive,3,Single,Yes,4,0,0,3
No,Non-Travel,Research & Development,4,Technical Degree,3,Male,3,2,Research Scientist,2,Married,No,3,1,4,4
No,Travel_Rarely,Sales,5,Marketing,4,Female,2,2,Sales Executive,1,Married,No,3,1,3,3
No,Travel_Rarely,Research & Development,2,Medical,1,Male,3,2,Manufacturing Director,1,Married,No,4,1,3,3
No,Travel_Frequently,Research & Development,3,Medical,4,Female,2,2,Research Scientist,2,Divorced,Yes,3,1,3,3
No,Travel_Rarely,Sales,3,Life Sciences,4,Female,3,4,Manager,4,Married,Yes,3,1,2,2
Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,4,1,Research Scientist,3,Single,Yes,1,0,2,3
No,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,3,1,Research Scientist,4,Divorced,No,4,2,0,4
No,Travel_Frequently,Research & Development,1,Life Sciences,2,Male,3,5,Research Director,4,Married,No,4,0,3,3
No,Travel_Rarely,Sales,4,Marketing,2,Male,3,2,Sales Executive,4,Divorced,Yes,3,2,4,3
Yes,Travel_Frequently,Human Resources,3,Human Resources,1,Female,2,1,Human Resources,2,Married,No,1,0,2,3
No,Travel_Rarely,Sales,4,Medical,2,Male,3,2,Sales Executive,1,Married,No,4,1,2,1
No,Non-Travel,Research & Development,3,Medical,3,Male,3,1,Research Scientist,3,Single,No,3,0,3,2
No,Non-Travel,Research & Development,2,Medical,3,Male,3,1,Research Scientist,1,Divorced,Yes,4,1,3,4
No,Non-Travel,Research & Development,4,Life Sciences,1,Male,4,1,Laboratory Technician,2,Married,No,2,0,3,3
No,Travel_Rarely,Sales,3,Marketing,1,Male,3,3,Sales Executive,4,Single,No,1,0,3,2
No,Travel_Rarely,Sales,4,Medical,4,Male,3,3,Sales Executive,3,Divorced,No,3,1,2,2
No,Travel_Rarely,Research & Development,3,Medical,3,Male,3,1,Laboratory Technician,1,Single,No,4,0,6,2
No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,2,Healthcare Representative,1,Married,No,1,1,5,2
No,Non-Travel,Research & Development,4,Medical,3,Female,3,2,Healthcare Representative,4,Divorced,No,2,1,6,3
No,Travel_Frequently,Research & Development,3,Life Sciences,4,Male,1,2,Research Scientist,1,Married,No,2,0,6,3
Yes,Travel_Rarely,Research & Development,3,Technical Degree,3,Male,2,1,Laboratory Technician,4,Divorced,No,1,1,2,2
No,Travel_Rarely,Sales,3,Life Sciences,1,Male,2,1,Sales Representative,1,Single,No,1,0,3,2
No,Travel_Rarely,Sales,4,Life Sciences,3,Female,3,2,Sales Executive,4,Married,Yes,4,0,2,3
No,Travel_Rarely,Sales,3,Marketing,4,Male,3,2,Sales Executive,4,Single,No,1,0,5,3
No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,2,2,Manufacturing Director,4,Single,No,2,0,1,3
Yes,Travel_Frequently,Sales,4,Marketing,1,Male,3,2,Sales Executive,4,Married,Yes,3,0,4,3
Yes,Travel_Rarely,Sales,4,Life Sciences,1,Male,3,3,Sales Executive,1,Single,Yes,2,0,2,2
No,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,3,2,Research Scientist,3,Married,No,3,2,6,2
No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,2,Healthcare Representative,3,Divorced,No,3,3,2,3
No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,No,2,1,1,3
No,Travel_Frequently,Human Resources,4,Other,4,Male,3,1,Human Resources,2,Married,Yes,2,1,2,3
No,Travel_Rarely,Human Resources,4,Human Resources,3,Male,4,5,Manager,2,Married,Yes,1,1,0,3
No,Travel_Rarely,Research & Development,1,Medical,4,Female,1,1,Laboratory Technician,4,Divorced,Yes,3,3,4,3
No,Travel_Rarely,Sales,4,Marketing,2,Male,3,4,Sales Executive,1,Single,No,1,0,3,3
No,Non-Travel,Research & Development,2,Life Sciences,4,Male,2,2,Research Scientist,3,Single,No,4,0,2,3
No,Non-Travel,Research & Development,3,Medical,3,Female,3,3,Research Director,3,Married,No,3,1,2,4
No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,2,Manufacturing Director,1,Single,Yes,4,0,3,3
No,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,2,2,Healthcare Representative,3,Single,No,2,0,2,2
No,Travel_Rarely,Research & Development,2,Other,4,Male,3,1,Laboratory Technician,4,Single,No,3,0,6,4
No,Travel_Frequently,Research & Development,3,Technical Degree,4,Female,3,2,Laboratory Technician,3,Married,No,1,1,2,4
No,Travel_Rarely,Sales,2,Marketing,2,Female,3,2,Sales Executive,2,Married,No,3,1,4,3
No,Travel_Rarely,Human Resources,3,Human Resources,3,Female,3,1,Human Resources,2,Married,No,3,0,3,3
No,Travel_Rarely,Research & Development,2,Medical,4,Male,3,1,Laboratory Technician,2,Married,No,3,0,6,2
No,Travel_Rarely,Research & Development,1,Other,4,Male,3,1,Laboratory Technician,3,Divorced,Yes,3,1,2,2
No,Travel_Rarely,Research & Development,3,Medical,1,Male,3,3,Healthcare Representative,3,Single,No,2,0,3,3
No,Non-Travel,Research & Development,2,Medical,2,Male,2,1,Laboratory Technician,3,Divorced,No,3,3,2,2
No,Travel_Rarely,Sales,4,Life Sciences,4,Male,3,2,Sales Executive,2,Married,No,1,2,3,3
No,Travel_Rarely,Sales,2,Life Sciences,1,Male,3,1,Sales Representative,3,Married,No,3,1,1,3
No,Travel_Frequently,Research & Development,4,Life Sciences,1,Male,2,2,Manufacturing Director,3,Married,No,4,1,1,3
No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,2,Research Scientist,1,Divorced,Yes,3,1,3,2
No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,1,Research Scientist,4,Married,No,1,1,3,3
No,Non-Travel,Research & Development,1,Medical,3,Female,3,3,Research Director,2,Married,No,1,2,3,1
No,Travel_Rarely,Research & Development,4,Medical,4,Male,3,1,Laboratory Technician,3,Married,Yes,3,1,3,3
No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,1,Research Scientist,3,Single,No,4,0,2,4
No,Travel_Rarely,Research & Development,4,Medical,2,Male,3,2,Research Scientist,3,Single,No,2,0,5,3
No,Travel_Rarely,Research & Development,2,Medical,2,Female,3,2,Healthcare Representative,4,Married,Yes,1,1,6,3
No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,2,1,Laboratory Technician,2,Single,No,3,0,3,3
No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,Married,No,3,2,3,2
No,Travel_Rarely,Sales,4,Medical,2,Male,2,1,Sales Representative,2,Married,No,2,1,2,3
No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,3,2,Research Scientist,4,Single,No,1,0,2,3
No,Travel_Rarely,Research & Development,3,Medical,2,Female,1,3,Research Director,3,Married,No,1,1,3,3
No,Travel_Rarely,Sales,4,Marketing,3,Female,3,3,Sales Executive,4,Married,No,3,2,3,3
No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,4,3,Research Director,4,Married,Yes,1,1,2,3
No,Travel_Rarely,Sales,2,Other,1,Female,3,2,Sales Executive,3,Divorced,Yes,2,1,3,2
No,Non-Travel,Sales,4,Life Sciences,1,Male,3,1,Sales Representative,4,Divorced,No,2,2,3,2
No,Travel_Rarely,Research & Development,3,Medical,2,Male,3,1,Research Scientist,4,Single,Yes,3,0,2,3
No,Travel_Rarely,Sales,1,Medical,3,Male,3,1,Sales Representative,1,Single,Yes,4,0,6,3
No,Non-Travel,Research & Development,3,Life Sciences,4,Male,3,5,Manager,4,Single,No,3,0,3,2
Yes,Travel_Frequently,Sales,3,Marketing,4,Male,3,1,Sales Representative,1,Married,No,1,1,3,2
No,Travel_Rarely,Sales,3,Medical,1,Female,2,3,Sales Executive,4,Married,No,3,2,2,3
No,Travel_Frequently,Research & Development,2,Life Sciences,4,Female,3,2,Manufacturing Director,2,Divorced,No,2,3,3,3
No,Non-Travel,Research & Development,4,Life Sciences,3,Male,3,2,Healthcare Representative,3,Divorced,No,1,1,2,2
Yes,Travel_Rarely,Research & Development,4,Medical,1,Male,3,1,Research Scientist,4,Married,Yes,2,3,3,4
No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,5,Manager,3,Married,No,1,0,2,2
Yes,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,3,1,Laboratory Technician,3,Married,No,4,1,4,1
No,Travel_Rarely,Research & Development,4,Life Sciences,1,Female,2,4,Manufacturing Director,2,Married,No,3,1,3,3
No,Travel_Rarely,Sales,3,Marketing,4,Female,2,2,Sales Executive,3,Married,No,4,2,2,3
No,Non-Travel,Sales,4,Marketing,4,Male,1,2,Sales Executive,4,Divorced,No,1,1,4,2
No,Travel_Rarely,Sales,3,Life Sciences,3,Male,2,2,Sales Executive,2,Divorced,No,3,1,5,3
No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,No,4,0,4,3
No,Travel_Rarely,Human Resources,4,Life Sciences,3,Female,3,3,Human Resources,4,Single,Yes,3,0,2,3
No,Travel_Rarely,Sales,2,Life Sciences,1,Female,3,2,Sales Executive,4,Married,No,3,1,1,3
Yes,Travel_Frequently,Sales,4,Life Sciences,2,Male,3,2,Sales Executive,3,Divorced,No,4,2,3,3
No,Travel_Rarely,Sales,4,Marketing,2,Female,2,2,Sales Executive,4,Married,No,1,1,2,2
No,Travel_Rarely,Sales,3,Life Sciences,4,Female,3,2,Sales Executive,3,Single,No,3,0,3,3
No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,2,1,Research Scientist,3,Single,No,4,0,2,3
No,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,3,2,Healthcare Representative,3,Married,Yes,4,2,2,4
No,Travel_Rarely,Research & Development,4,Medical,3,Female,3,1,Research Scientist,3,Married,No,2,3,2,3
No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,1,1,Research Scientist,4,Married,No,4,1,5,3
No,Travel_Rarely,Research & Development,2,Other,4,Male,2,2,Laboratory Technician,2,Married,Yes,1,1,2,3
No,Travel_Rarely,Research & Development,4,Medical,4,Female,2,1,Research Scientist,1,Single,No,2,0,3,1
Yes,Travel_Rarely,Sales,3,Marketing,4,Male,2,3,Sales Executive,1,Divorced,Yes,2,1,3,3
No,Travel_Rarely,Sales,1,Marketing,2,Female,2,4,Sales Executive,4,Married,No,1,1,2,2
No,Non-Travel,Research & Development,3,Medical,2,Male,3,2,Manufacturing Director,1,Single,No,2,0,2,3
No,Travel_Rarely,Sales,3,Other,4,Female,2,1,Sales Representative,3,Single,No,4,0,2,3
No,Travel_Frequently,Research & Development,2,Medical,3,Male,4,2,Laboratory Technician,4,Married,No,3,1,3,3
No,Travel_Rarely,Research & Development,1,Medical,4,Male,2,3,Healthcare Representative,1,Married,No,1,1,5,3
No,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,4,2,Manufacturing Director,2,Married,Yes,2,1,0,3
No,Travel_Frequently,Sales,3,Medical,4,Male,2,2,Sales Executive,2,Married,No,4,0,3,2
No,Travel_Rarely,Research & Development,3,Medical,2,Male,4,2,Laboratory Technician,3,Married,No,1,0,3,4
